timestamp,value
1445076783892,-1.0
1445076795703,1.0
1445076799235,-1.0
1445076835214,1.0
1445076851146,-1.0
1445076871597,1.0
1445076875011,-1.0
1445076876878,-1.0
1445076882679,-1.0
1445076887567,1.0
1445076899526,-1.0
1445076902229,1.0
1445076905361,1.0
1445076906895,-1.0
1445076917546,-1.0
1445076950810,1.0
1445076956644,1.0
1445076957758,-1.0
1445076959009,1.0
1445076975968,-1.0
1445077008942,1.0
1445077012508,-1.0
1445077015855,-1.0
1445077021270,1.0
1445077026920,-1.0
1445077050948,-1.0
1445077076677,1.0
1445077098028,1.0
1445077099880,-1.0
1445077103697,1.0
1445077124638,1.0
1445077165586,1.0
1445077169082,-1.0
1445077226885,-1.0
1445077230510,1.0
1445077236225,1.0
1445077250291,1.0
1445077253205,1.0
1445077278970,-1.0
1445077283537,-1.0
1445077290551,1.0
1445077296669,1.0
1445077305606,1.0
1445077308056,1.0
1445077319357,-1.0
1445077328108,-1.0
1445077341263,1.0
1445077346479,-1.0
1445077361635,1.0
1445077370621,-1.0
1445077390928,-1.0
1445077407530,-1.0
1445077409430,-1.0
1445077433895,-1.0
1445077471395,-1.0
1445077472428,1.0
1445077480947,1.0
1445077493666,-1.0
1445077496233,-1.0
1445077498084,1.0
1445077502652,1.0
1445077504264,1.0
1445077517250,-1.0
1445077536768,-1.0
1445077618766,1.0
1445077638248,-1.0
1445077639883,-1.0
1445077646734,1.0
1445077651319,-1.0
1445077660054,1.0
1445077681924,1.0
1445077696143,-1.0
1445077697178,-1.0
1445077710793,-1.0
1445077713095,-1.0
1445077723641,1.0
1445077726297,-1.0
1445077738075,-1.0
1445077746954,1.0
1445077767171,-1.0
1445077775274,1.0
1445077790020,1.0
1445077797850,1.0
1445077837349,1.0
1445077858473,-1.0
1445077882540,-1.0
1445077896496,1.0
1445077914664,1.0
1445077917659,-1.0
1445077926594,-1.0
1445077940028,1.0
1445077994792,-1.0
1445077996342,1.0
1445078000425,1.0
1445078006593,-1.0
1445078036219,1.0
1445078050186,-1.0
1445078054953,-1.0
1445078067739,1.0
1445078069857,1.0
1445078082409,-1.0
1445078099392,-1.0
1445078131874,-1.0
1445078142656,-1.0
1445078173827,-1.0
1445078176826,-1.0
1445078184498,-1.0
1445078187013,-1.0
1445078199644,-1.0
1445078204092,1.0
1445078208928,-1.0
1445078211079,1.0
1445078244963,1.0
1445078265646,-1.0
1445078270977,-1.0
1445078274527,1.0
1445078276512,-1.0
1445078280398,1.0
1445078283003,1.0
1445078361062,1.0
1445078363111,1.0
1445078408334,-1.0
1445078419735,-1.0
1445078428935,-1.0
1445078434686,-1.0
1445078440888,-1.0
1445078453958,1.0
1445078459407,-1.0
1445078463444,1.0
1445078474219,1.0
1445078477634,1.0
1445078486350,-1.0
1445078488181,1.0
1445078498326,1.0
1445078502923,-1.0
1445078526240,-1.0
1445078540617,-1.0
1445078549981,-1.0
1445078551751,1.0
1445078555699,-1.0
1445078557296,1.0
1445078560362,1.0
1445078562396,1.0
1445078571497,-1.0
1445078592186,1.0
1445078612455,-1.0
1445078619700,-1.0
1445078629364,1.0
1445078636546,1.0
1445078638129,1.0
1445078650615,1.0
1445078658464,1.0
1445078669129,-1.0
1445078681863,1.0
1445078707968,1.0
1445078726818,1.0
1445078741565,1.0
1445078756110,-1.0
1445078783528,-1.0
1445078800591,1.0
1445078821976,1.0
1445078851538,-1.0
1445078902101,-1.0
1445078907852,-1.0
1445078924847,-1.0
1445078935998,1.0
1445078971550,-1.0
1445078989619,-1.0
1445079004407,-1.0
1445079018417,1.0
1445079038320,1.0
1445079040203,-1.0
1445079042705,1.0
1445079052558,-1.0
1445079054208,-1.0
1445079061612,-1.0
1445079078496,-1.0
1445079084182,1.0
1445079095542,1.0
1445079119072,-1.0
1445079139705,1.0
1445079143388,1.0
1445079149741,-1.0
1445079177293,-1.0
1445079180778,1.0
1445079221902,1.0
1445079265015,1.0
1445079276887,1.0
1445079280052,1.0
1445079332680,-1.0
1445079352162,1.0
1445079364784,1.0
1445079377814,-1.0
1445079383664,-1.0
1445079411197,-1.0
1445079435028,-1.0
1445079438896,-1.0
1445079444062,-1.0
1445079445244,-1.0
1445079450879,-1.0
1445079489726,-1.0
1445079491278,-1.0
1445079496746,-1.0
1445079571498,-1.0
1445079594327,1.0
1445079607193,1.0
1445079632498,1.0
1445079639914,1.0
1445079650469,1.0
1445079654254,1.0
1445079657972,-1.0
1445079664989,1.0
1445079670858,-1.0
1445079672967,-1.0
1445079683323,1.0
1445079687008,-1.0
1445079690541,-1.0
1445079699185,-1.0
1445079703417,1.0
1445079705185,-1.0
1445079722995,1.0
1445079725509,-1.0
1445079755055,-1.0
1445079808249,-1.0
1445079829100,-1.0
1445079836280,1.0
1445079845382,-1.0
1445079856983,1.0
1445079879155,-1.0
1445079888659,-1.0
1445079908694,-1.0
1445079934111,-1.0
1445079966727,-1.0
1445079992510,-1.0
1445080010687,1.0
1445080026766,-1.0
1445080028265,-1.0
1445080034178,1.0
1445080038061,-1.0
1445080040876,1.0
1445080057871,1.0
1445080067107,-1.0
1445080106455,-1.0
1445080113037,-1.0
1445080118237,-1.0
1445080133314,-1.0
1445080145913,-1.0
1445080154818,-1.0
1445080156133,1.0
1445080161466,-1.0
1445080171404,-1.0
1445080181059,-1.0
1445080192193,1.0
1445080193527,-1.0
1445080194775,1.0
1445080211414,1.0
1445080228666,-1.0
1445080237853,1.0
1445080240835,1.0
1445080261459,-1.0
1445080265842,1.0
1445080294001,-1.0
1445080297769,1.0
1445080309350,1.0
1445080314166,1.0
1445080322754,-1.0
1445080328667,1.0
1445080350286,1.0
1445080359617,1.0
1445080379099,1.0
1445080383007,1.0
1445080388123,1.0
1445080393475,1.0
1445080395286,-1.0
1445080398004,-1.0
1445080441735,1.0
1445080443007,1.0
1445080449649,1.0
1445080475263,1.0
1445080494114,1.0
1445080496667,1.0
1445080513551,1.0
1445080514780,1.0
1445080516479,-1.0
1445080558608,1.0
1445080565639,1.0
1445080570970,-1.0
1445080589954,1.0
1445080617715,-1.0
1445080637306,-1.0
1445080642828,1.0
1445080644369,-1.0
1445080656086,1.0
1445080687785,-1.0
1445080694366,1.0
1445080710168,-1.0
1445080722617,-1.0
1445080729668,-1.0
1445080730800,1.0
1445080753896,-1.0
1445080758129,-1.0
1445080768789,1.0
1445080790361,1.0
1445080824078,1.0
1445080836954,1.0
1445080855553,-1.0
1445080865413,1.0
1445080867478,1.0
1445080888879,1.0
1445080935027,1.0
1445080941109,-1.0
1445080947742,1.0
1445080970426,1.0
1445080996479,1.0
1445081011239,1.0
1445081026496,1.0
1445081030263,1.0
1445081045669,-1.0
1445081051054,1.0
1445081074306,1.0
1445081093005,1.0
1445081101704,1.0
1445081115708,1.0
1445081118657,-1.0
1445081135638,1.0
1445081144656,1.0
1445081170333,-1.0
1445081176000,1.0
1445081186555,1.0
1445081198746,1.0
1445081207482,1.0
1445081226988,-1.0
1445081231252,-1.0
1445081260795,-1.0
1445081281015,1.0
1445081284635,-1.0
1445081288987,-1.0
1445081307207,-1.0
1445081316107,-1.0
